delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,expected_date,actual_date,is_delayed,delivery_status,delivery_rating,delivery_cost
237,shadowfax,groceries,bike,same day,east,stormy,10.6,42.68,12-01-2024,13-01-2024,yes,delivered,5,281.04
238,dhl,documents,scooter,same day,central,rainy,124.2,1.02,20-01-2024,23-01-2024,yes,delivered,5,724.06
239,ekart,furniture,ev van,two day,north,stormy,129.5,13.38,10-01-2024,13-01-2024,yes,delivered,4,687.64
240,shadowfax,automobile parts,scooter,express,south,foggy,257,10.83,09-01-2024,12-01-2024,yes,delayed,2,1367.49
241,blue dart,pharmacy,scooter,two day,south,hot,264.9,43.16,01-01-2024,04-01-2024,yes,delivered,5,1453.98
242,shadowfax,cosmetics,bike,two day,west,stormy,163.5,19.83,25-01-2024,25-01-2024,no,delivered,5,876.99
243,delhivery,fragile items,truck,same day,north,hot,34.6,47.42,23-01-2024,25-01-2024,yes,delivered,4,415.26
244,shadowfax,fragile items,ev bike,two day,north,rainy,183.1,38.15,13-01-2024,16-01-2024,yes,delivered,4,1029.95
245,shadowfax,groceries,ev van,standard,south,clear,138.7,43.15,07-01-2024,08-01-2024,yes,delivered,5,822.95
246,delhivery,cosmetics,ev van,same day,south,foggy,127.5,41.92,18-01-2024,19-01-2024,yes,delivered,5,863.26
247,xpressbees,documents,ev van,standard,west,clear,295.3,8.06,07-01-2024,09-01-2024,yes,delivered,4,1500.68
248,dhl,pharmacy,ev van,express,central,foggy,297.1,2.64,11-01-2024,14-01-2024,yes,delayed,3,1551.92
249,amazon logistics,documents,truck,same day,east,foggy,123.5,29.37,20-01-2024,21-01-2024,yes,delayed,2,805.61
250,delhivery,automobile parts,ev bike,standard,south,stormy,280.4,3.78,07-01-2024,07-01-2024,no,delivered,4,1413.34
251,blue dart,cosmetics,truck,express,west,hot,74.1,28.64,20-01-2024,22-01-2024,yes,failed,1,506.42
252,fedex,pharmacy,bike,express,west,cold,58.9,11.97,10-01-2024,10-01-2024,no,delivered,3,380.41
253,blue dart,furniture,bike,standard,north,clear,197.4,47.42,10-01-2024,10-01-2024,no,delivered,5,1129.26
254,ekart,furniture,bike,same day,central,foggy,150.6,22.4,05-01-2024,07-01-2024,yes,delivered,4,920.2
255,shadowfax,fragile items,van,two day,east,hot,224,31.45,10-01-2024,12-01-2024,yes,delivered,3,1214.35
256,blue dart,documents,van,two day,west,rainy,33.9,29.91,17-01-2024,17-01-2024,no,delivered,5,259.23
257,xpressbees,fragile items,truck,two day,north,cold,145.2,46.17,14-01-2024,14-01-2024,no,delivered,3,864.51
258,delhivery,documents,truck,two day,central,stormy,204.9,41.15,03-01-2024,03-01-2024,no,delivered,4,1147.95
259,blue dart,clothing,van,standard,central,foggy,150.8,39.64,24-01-2024,25-01-2024,yes,delivered,3,872.92
260,shadowfax,cosmetics,ev bike,standard,central,clear,86.6,16.17,19-01-2024,21-01-2024,yes,delivered,5,481.51
261,amazon logistics,cosmetics,ev van,standard,east,stormy,150.7,17.56,22-01-2024,22-01-2024,no,delivered,4,806.18
262,blue dart,groceries,scooter,two day,north,clear,176,18.92,20-01-2024,23-01-2024,yes,delivered,4,936.76
263,ekart,pharmacy,scooter,standard,east,rainy,165.6,18.69,19-01-2024,21-01-2024,yes,delivered,3,884.07
264,ecom express,cosmetics,ev van,two day,west,foggy,170.2,44.12,22-01-2024,23-01-2024,yes,delivered,5,983.36
265,ecom express,fragile items,ev van,express,east,clear,133.4,24.33,08-01-2024,11-01-2024,yes,failed,2,789.99
266,shadowfax,automobile parts,scooter,same day,east,clear,100,33.34,03-01-2024,04-01-2024,yes,delivered,3,700.02
267,fedex,fragile items,truck,two day,south,cold,22.1,11.47,24-01-2024,26-01-2024,yes,delivered,5,144.91
268,dhl,groceries,truck,two day,west,foggy,14.9,49.35,08-01-2024,08-01-2024,no,delivered,3,222.55
269,shadowfax,documents,truck,standard,east,clear,160.6,48.08,07-01-2024,09-01-2024,yes,delivered,4,947.24
270,shadowfax,electronics,ev van,express,west,rainy,257.8,30.28,08-01-2024,08-01-2024,no,failed,1,1429.84
271,ekart,pharmacy,bike,standard,north,stormy,235.9,46.05,15-01-2024,18-01-2024,yes,delivered,3,1317.65
272,delhivery,pharmacy,truck,express,south,cold,161.3,41.74,24-01-2024,25-01-2024,yes,delivered,3,981.72
273,blue dart,cosmetics,scooter,express,central,foggy,192.2,4.85,11-01-2024,14-01-2024,yes,delayed,2,1025.55
274,ecom express,electronics,ev bike,two day,west,rainy,293,48.5,25-01-2024,28-01-2024,yes,delivered,5,1610.5
275,dhl,cosmetics,truck,same day,west,foggy,290.2,15.21,09-01-2024,10-01-2024,yes,delayed,3,1596.63
276,fedex,fragile items,ev bike,standard,east,hot,297.1,10.39,13-01-2024,13-01-2024,no,delivered,4,1523.17
277,fedex,cosmetics,ev van,express,east,clear,5.9,49.52,24-01-2024,27-01-2024,yes,delivered,4,228.09
278,amazon logistics,furniture,ev bike,same day,west,stormy,191.2,5.3,06-01-2024,06-01-2024,no,delayed,3,1071.9
279,delhivery,electronics,ev van,same day,west,foggy,223.8,32.15,16-01-2024,16-01-2024,no,delayed,2,1315.45
280,delhivery,furniture,ev bike,two day,east,cold,31.8,46.64,16-01-2024,17-01-2024,yes,delivered,5,298.92
281,ekart,pharmacy,truck,standard,central,foggy,109.6,49.52,07-01-2024,08-01-2024,yes,delivered,5,696.68
282,fedex,pharmacy,van,two day,south,stormy,50.4,43.7,12-01-2024,13-01-2024,yes,delivered,5,383.1
283,xpressbees,pharmacy,van,two day,south,hot,116,45.04,05-01-2024,05-01-2024,no,delivered,4,715.12
284,fedex,furniture,van,standard,west,hot,132.9,24.05,01-01-2024,04-01-2024,yes,delivered,5,736.65
285,dhl,furniture,truck,same day,west,clear,54.3,47.84,22-01-2024,22-01-2024,no,delivered,5,515.02
286,ecom express,documents,ev bike,same day,east,foggy,149.3,9.87,09-01-2024,12-01-2024,yes,delivered,3,876.11
287,blue dart,pharmacy,van,two day,central,clear,57.1,12.91,16-01-2024,16-01-2024,no,delivered,5,324.23
288,shadowfax,documents,truck,standard,central,clear,276.8,10.69,11-01-2024,11-01-2024,no,delivered,4,1416.07
289,fedex,furniture,van,standard,south,foggy,51.7,34.82,01-01-2024,03-01-2024,yes,delivered,5,362.96
290,fedex,groceries,truck,two day,west,foggy,154.3,1.91,08-01-2024,08-01-2024,no,delivered,5,777.23
291,amazon logistics,cosmetics,ev bike,standard,central,hot,103.9,11.4,06-01-2024,09-01-2024,yes,delivered,5,553.7
292,ekart,automobile parts,van,express,central,hot,127.4,22.72,15-01-2024,16-01-2024,yes,delayed,2,755.16
293,ecom express,pharmacy,van,express,east,cold,117.4,18.36,20-01-2024,21-01-2024,yes,delivered,4,692.08
294,ekart,clothing,scooter,same day,west,rainy,293.6,0.67,09-01-2024,12-01-2024,yes,failed,1,1569.17
295,fedex,cosmetics,van,express,west,stormy,199.4,11.71,17-01-2024,19-01-2024,yes,delayed,2,1082.13
296,fedex,documents,van,two day,central,clear,15.6,2.87,18-01-2024,19-01-2024,yes,delivered,5,95.6674
297,amazon logistics,electronics,bike,standard,south,foggy,250.7,11.8,25-01-2024,26-01-2024,yes,delivered,4,1288.9
298,dhl,clothing,ev van,same day,north,clear,164.1,25.8,17-01-2024,17-01-2024,no,delivered,5,997.9
299,ekart,automobile parts,ev van,same day,west,cold,35.8,18.21,19-01-2024,19-01-2024,no,delivered,4,333.63
300,delhivery,groceries,scooter,same day,west,stormy,142,41.28,15-01-2024,16-01-2024,yes,delivered,5,933.84
301,dhl,clothing,ev van,standard,central,clear,40.9,19.04,22-01-2024,24-01-2024,yes,delivered,5,261.62
302,amazon logistics,clothing,scooter,express,north,foggy,167.7,20.09,14-01-2024,14-01-2024,no,delayed,3,948.77
303,delhivery,pharmacy,van,two day,north,hot,111.8,15.89,04-01-2024,07-01-2024,yes,delivered,4,606.67
304,ecom express,cosmetics,bike,same day,east,hot,21,8,11-01-2024,11-01-2024,no,delivered,4,229
305,fedex,groceries,truck,standard,west,hot,196.4,10.26,16-01-2024,19-01-2024,yes,delivered,3,1012.78
306,blue dart,electronics,van,same day,central,stormy,70.8,46.37,09-01-2024,09-01-2024,no,delayed,2,593.11
307,ekart,groceries,scooter,two day,west,cold,230.1,25.52,06-01-2024,07-01-2024,yes,delivered,4,1227.06
308,fedex,pharmacy,scooter,two day,west,cold,271.2,45.63,06-01-2024,09-01-2024,yes,delivered,5,1492.89
309,ekart,clothing,ev van,standard,south,foggy,73.6,30.03,24-01-2024,24-01-2024,no,delivered,3,458.09
310,delhivery,documents,ev bike,standard,east,cold,92.4,17.36,23-01-2024,26-01-2024,yes,delivered,4,514.08
311,shadowfax,electronics,bike,standard,north,hot,14.9,49.46,10-01-2024,10-01-2024,no,delivered,5,222.88
312,xpressbees,furniture,bike,express,west,clear,145,3.55,19-01-2024,21-01-2024,yes,delayed,3,785.65
313,blue dart,clothing,bike,two day,north,hot,252.2,46.23,07-01-2024,10-01-2024,yes,delivered,4,1399.69
314,ekart,clothing,scooter,express,north,rainy,33.9,21.07,15-01-2024,16-01-2024,yes,delayed,2,282.71
315,ekart,clothing,ev bike,two day,north,cold,51.2,39.62,01-01-2024,02-01-2024,yes,delivered,5,374.86
316,shadowfax,cosmetics,bike,standard,central,rainy,223.6,40.23,06-01-2024,07-01-2024,yes,delivered,5,1238.69
317,xpressbees,furniture,scooter,two day,north,foggy,191.8,15.48,06-01-2024,09-01-2024,yes,delivered,3,1005.44
318,xpressbees,automobile parts,bike,two day,south,cold,60.6,4.14,04-01-2024,06-01-2024,yes,delivered,3,315.42
319,ecom express,groceries,truck,two day,central,hot,52.2,39.45,07-01-2024,07-01-2024,no,delivered,4,379.35
320,xpressbees,clothing,ev bike,same day,north,clear,22.1,36.84,14-01-2024,16-01-2024,yes,delivered,5,321.02
321,ekart,clothing,truck,same day,east,cold,6.3,13.42,10-01-2024,11-01-2024,yes,delivered,4,171.76
322,delhivery,automobile parts,ev van,standard,north,foggy,127.4,42.36,13-01-2024,14-01-2024,yes,delivered,4,764.08
323,shadowfax,pharmacy,ev bike,two day,east,stormy,33.2,27.73,07-01-2024,08-01-2024,yes,delivered,5,249.19
324,ecom express,documents,ev bike,same day,central,clear,88.3,38.22,10-01-2024,12-01-2024,yes,delivered,5,656.16
325,ecom express,pharmacy,scooter,same day,south,clear,262.3,23.86,11-01-2024,14-01-2024,yes,delivered,5,1483.08
326,ekart,pharmacy,ev van,express,east,foggy,15.8,4.79,11-01-2024,13-01-2024,yes,delivered,4,143.37
327,ekart,clothing,truck,standard,central,foggy,239.2,4.47,12-01-2024,14-01-2024,yes,delivered,5,1209.41
328,delhivery,cosmetics,bike,same day,east,clear,115.1,33.73,13-01-2024,16-01-2024,yes,delivered,3,776.69
329,blue dart,clothing,bike,same day,central,clear,124.2,49.52,18-01-2024,21-01-2024,yes,delivered,4,870.85
330,fedex,clothing,ev van,standard,south,hot,291.8,38.8,04-01-2024,07-01-2024,yes,delivered,4,1575.4
331,fedex,cosmetics,scooter,two day,south,stormy,171,23.14,11-01-2024,13-01-2024,yes,delivered,5,924.42
332,dhl,furniture,van,standard,north,stormy,12,43.81,19-01-2024,22-01-2024,yes,delivered,5,191.43
333,ekart,clothing,ev bike,same day,south,stormy,238.4,24.39,08-01-2024,10-01-2024,yes,delayed,3,1365.17
334,amazon logistics,electronics,ev bike,standard,north,cold,166.8,28.47,07-01-2024,09-01-2024,yes,delivered,5,919.41
335,fedex,pharmacy,bike,two day,east,foggy,233.3,16.84,20-01-2024,23-01-2024,yes,delivered,5,1217.02
336,amazon logistics,cosmetics,truck,express,north,cold,46.2,34,18-01-2024,21-01-2024,yes,delivered,4,383
337,ecom express,clothing,ev van,express,north,rainy,79.5,28.58,07-01-2024,09-01-2024,yes,delayed,3,533.24
338,ekart,groceries,van,same day,east,hot,273.2,47.03,19-01-2024,22-01-2024,yes,delayed,2,1607.09
339,blue dart,groceries,truck,two day,west,stormy,129.5,19.91,09-01-2024,12-01-2024,yes,delivered,3,707.23
340,ecom express,automobile parts,scooter,same day,north,rainy,153.7,24.73,01-01-2024,01-01-2024,no,delivered,4,942.69
341,shadowfax,fragile items,ev bike,same day,west,clear,193.3,8.82,21-01-2024,22-01-2024,yes,delivered,4,1092.96
342,ekart,documents,bike,standard,east,clear,159,38.64,24-01-2024,27-01-2024,yes,delivered,5,910.92
343,shadowfax,furniture,truck,two day,north,stormy,225.4,49.16,05-01-2024,06-01-2024,yes,delivered,5,1274.48
344,fedex,automobile parts,van,same day,east,clear,67.7,48.92,13-01-2024,15-01-2024,yes,delivered,3,585.26
345,ecom express,groceries,truck,standard,central,stormy,276.3,23.98,01-01-2024,04-01-2024,yes,delivered,4,1453.44
346,ekart,clothing,van,express,east,hot,17.1,26.57,07-01-2024,07-01-2024,no,delivered,5,215.21
347,ecom express,documents,ev van,same day,central,hot,150.4,15.12,13-01-2024,15-01-2024,yes,delivered,5,897.36
348,ecom express,pharmacy,ev van,two day,central,clear,297.1,48.54,04-01-2024,04-01-2024,no,delivered,5,1632.7206
349,blue dart,automobile parts,scooter,same day,south,clear,198,5.95,15-01-2024,16-01-2024,yes,delivered,4,1107.85
350,blue dart,documents,bike,express,north,rainy,145.2,38.94,10-01-2024,12-01-2024,yes,delayed,3,892.82
351,fedex,electronics,van,express,west,foggy,285.8,28.09,15-01-2024,17-01-2024,yes,delayed,2,1563.27
352,delhivery,clothing,truck,same day,east,clear,24.3,32.34,11-01-2024,14-01-2024,yes,delivered,5,318.52
353,ekart,groceries,ev bike,two day,south,foggy,127.3,31.7,02-01-2024,02-01-2024,no,delivered,4,731.6
354,dhl,electronics,truck,same day,north,clear,271.2,21.93,21-01-2024,23-01-2024,yes,delayed,3,1521.79
355,ecom express,electronics,truck,two day,north,clear,204.4,26.11,14-01-2024,14-01-2024,no,delivered,4,1100.33
356,ecom express,pharmacy,bike,same day,central,foggy,111.2,34.93,24-01-2024,26-01-2024,yes,delivered,4,760.79
357,blue dart,fragile items,ev bike,express,north,stormy,293.3,47.56,14-01-2024,15-01-2024,yes,delayed,3,1632.7206
358,ecom express,documents,scooter,express,central,foggy,228,20.54,11-01-2024,14-01-2024,yes,delayed,3,1251.62
359,delhivery,furniture,van,express,south,hot,293.2,22.4,03-01-2024,05-01-2024,yes,delivered,4,1583.2
360,xpressbees,pharmacy,van,standard,north,rainy,175.5,8.95,08-01-2024,09-01-2024,yes,delivered,4,904.35
361,amazon logistics,cosmetics,bike,same day,east,clear,3.6,33.73,19-01-2024,20-01-2024,yes,delivered,5,218.19
362,ecom express,automobile parts,van,standard,north,cold,291.6,45.93,21-01-2024,22-01-2024,yes,delivered,4,1595.79
363,ekart,fragile items,van,two day,south,foggy,247.4,26.71,17-01-2024,19-01-2024,yes,delivered,5,1317.13
364,ecom express,documents,scooter,two day,north,stormy,165.5,12.13,07-01-2024,10-01-2024,yes,delivered,4,863.89
365,blue dart,automobile parts,scooter,express,north,hot,49.1,23.26,24-01-2024,26-01-2024,yes,delayed,2,365.28
366,fedex,electronics,bike,same day,north,rainy,264.4,23.82,19-01-2024,22-01-2024,yes,delayed,3,1493.46
367,fedex,automobile parts,ev van,standard,central,clear,191.6,12.02,22-01-2024,24-01-2024,yes,delivered,4,994.06
368,ekart,clothing,scooter,same day,north,cold,3.6,27.96,24-01-2024,26-01-2024,yes,delivered,4,193.38
369,delhivery,clothing,ev van,two day,south,hot,148.6,30.89,12-01-2024,12-01-2024,no,delivered,3,835.67
370,xpressbees,clothing,ev van,same day,north,stormy,294.7,12.88,03-01-2024,05-01-2024,yes,failed,1,1612.14
371,dhl,clothing,van,two day,north,cold,176.2,22.79,20-01-2024,20-01-2024,no,delivered,5,949.37
372,shadowfax,furniture,ev bike,standard,north,foggy,213.5,32.62,02-01-2024,02-01-2024,no,delivered,5,1165.36
373,dhl,pharmacy,scooter,two day,north,clear,197.8,45.41,19-01-2024,21-01-2024,yes,delivered,4,1125.23
374,dhl,cosmetics,scooter,express,north,hot,156.1,4.66,03-01-2024,06-01-2024,yes,delayed,3,844.48
375,amazon logistics,electronics,ev van,standard,east,hot,207.9,44.9,01-01-2024,02-01-2024,yes,delivered,4,1174.2
376,delhivery,documents,truck,same day,south,foggy,59.5,6.85,02-01-2024,04-01-2024,yes,delivered,3,418.05
377,xpressbees,clothing,ev bike,same day,north,rainy,102,24.77,05-01-2024,08-01-2024,yes,delivered,4,684.31
378,xpressbees,clothing,ev van,standard,south,hot,266.9,44.04,16-01-2024,16-01-2024,no,delivered,3,1466.62
379,dhl,cosmetics,bike,express,east,clear,81.7,46.02,02-01-2024,03-01-2024,yes,delayed,2,596.56
380,ekart,pharmacy,scooter,two day,east,clear,125.6,39.58,21-01-2024,24-01-2024,yes,delivered,4,746.74
381,delhivery,clothing,ev van,standard,north,cold,31.9,4.86,03-01-2024,06-01-2024,yes,delivered,3,174.08
382,ecom express,documents,bike,standard,central,rainy,279.2,15.87,14-01-2024,15-01-2024,yes,delivered,3,1443.61
383,ecom express,automobile parts,van,two day,south,hot,81.5,9.82,20-01-2024,21-01-2024,yes,delivered,4,436.96
384,ekart,pharmacy,bike,same day,south,stormy,174.7,26.14,08-01-2024,11-01-2024,yes,delayed,3,1051.92
385,delhivery,documents,scooter,express,east,cold,120.2,19.66,23-01-2024,25-01-2024,yes,delivered,3,709.98
386,blue dart,automobile parts,scooter,express,south,cold,104.7,45.94,08-01-2024,08-01-2024,no,delayed,3,711.32
387,delhivery,clothing,scooter,two day,west,foggy,51.3,12.1,20-01-2024,22-01-2024,yes,delivered,5,292.8
388,amazon logistics,documents,ev bike,two day,central,hot,297.1,42.42,11-01-2024,14-01-2024,yes,delivered,3,1621.26
389,ecom express,cosmetics,scooter,standard,central,clear,87.5,18.02,15-01-2024,18-01-2024,yes,delivered,3,491.56
390,blue dart,furniture,ev bike,two day,south,cold,119.5,43.59,04-01-2024,05-01-2024,yes,delivered,4,728.27
391,xpressbees,electronics,ev van,express,north,cold,58.6,13.04,07-01-2024,08-01-2024,yes,delayed,3,382.12
392,blue dart,fragile items,truck,express,north,rainy,188.6,21.04,06-01-2024,08-01-2024,yes,delayed,2,1056.12
393,dhl,documents,truck,express,south,stormy,26.8,19.35,25-01-2024,27-01-2024,yes,delayed,3,242.05
394,shadowfax,cosmetics,van,express,west,cold,199.2,38.15,25-01-2024,28-01-2024,yes,delayed,2,1160.45
395,xpressbees,groceries,ev bike,same day,east,rainy,151.4,31.11,18-01-2024,20-01-2024,yes,delayed,3,950.33
396,amazon logistics,cosmetics,ev bike,two day,south,clear,194.6,47.14,02-01-2024,02-01-2024,no,delivered,4,1114.42
397,delhivery,automobile parts,ev van,standard,north,cold,3.6,8.13,01-01-2024,04-01-2024,yes,delivered,5,95.6674
398,blue dart,cosmetics,scooter,same day,east,rainy,202.4,49.52,03-01-2024,06-01-2024,yes,delayed,2,1262
399,ekart,automobile parts,ev bike,standard,central,clear,14.7,4.68,10-01-2024,10-01-2024,no,delivered,3,95.6674
400,ekart,furniture,bike,standard,west,foggy,275.3,26.86,07-01-2024,10-01-2024,yes,delivered,4,1457.08
401,ecom express,electronics,van,express,south,foggy,238.2,10.53,01-01-2024,03-01-2024,yes,delayed,3,1272.59
402,xpressbees,furniture,bike,two day,east,rainy,38,24.15,03-01-2024,03-01-2024,no,delivered,5,262.45
403,ekart,furniture,truck,express,east,cold,167.3,38.22,08-01-2024,08-01-2024,no,delivered,4,1001.16
404,ecom express,cosmetics,ev van,express,central,clear,287.1,24.05,10-01-2024,11-01-2024,yes,failed,2,1557.65
405,fedex,documents,ev bike,two day,south,cold,73.5,42.84,08-01-2024,09-01-2024,yes,delivered,5,496.02
406,fedex,cosmetics,ev bike,express,south,stormy,22.7,35.35,23-01-2024,26-01-2024,yes,delayed,3,269.55
407,dhl,groceries,truck,two day,east,rainy,127.3,25.67,11-01-2024,11-01-2024,no,delivered,5,713.51
408,blue dart,cosmetics,truck,two day,north,foggy,42.3,47.15,04-01-2024,07-01-2024,yes,delivered,4,352.95
409,ecom express,groceries,bike,same day,central,clear,233.5,40.49,16-01-2024,18-01-2024,yes,delayed,2,1388.97
410,delhivery,groceries,ev bike,two day,south,cold,273.7,47.53,02-01-2024,02-01-2024,no,delivered,3,1511.09
411,blue dart,clothing,ev bike,two day,central,hot,135.4,27.11,16-01-2024,17-01-2024,yes,delivered,5,758.33
412,ekart,fragile items,bike,standard,east,cold,297.1,46.75,13-01-2024,14-01-2024,yes,delivered,3,1632.7206
413,ekart,electronics,truck,standard,west,clear,57.8,7.31,01-01-2024,01-01-2024,no,delivered,4,310.93
414,blue dart,documents,van,express,west,cold,275.4,46.96,04-01-2024,06-01-2024,yes,delayed,3,1567.88
415,delhivery,groceries,truck,same day,west,hot,97.7,25.56,08-01-2024,08-01-2024,no,delivered,3,665.18
416,xpressbees,clothing,ev bike,express,west,stormy,270.7,0.67,18-01-2024,19-01-2024,yes,delayed,2,1404.79
417,ecom express,automobile parts,scooter,same day,west,stormy,271.4,40.57,12-01-2024,13-01-2024,yes,delayed,2,1578.71
418,blue dart,groceries,ev van,two day,south,rainy,105.3,44.66,21-01-2024,23-01-2024,yes,delivered,4,660.48
419,ekart,documents,van,standard,north,stormy,7.1,28.02,05-01-2024,06-01-2024,yes,delivered,4,119.56
420,fedex,documents,truck,two day,central,cold,91.5,22.4,07-01-2024,07-01-2024,no,delivered,5,524.7
421,ecom express,clothing,bike,express,central,hot,131.5,43.96,07-01-2024,08-01-2024,yes,delivered,3,839.38
422,xpressbees,pharmacy,bike,two day,south,foggy,295.2,2.76,12-01-2024,13-01-2024,yes,delivered,4,1484.28
